id,brewery_id,name,cat_id,style_id,style_id_II,abv,descript
903,892,Moylander Double IPA,3,32,Imperial or Double India Pale Ale,8.5,"'If One is Good, Then Two is Better!' Our Moylander Double IPA is fat and resiny, with aggresive and excessive hops swinging on on an enormous malt backbone like naughty monkeys on a vine. Double malt, double hops - do the math, it's academic. This brew has twice the things you're looking for, and it's big enough to share with the one you love. And isn't that what it's all about?"
908,604,Old Ruffian,3,35,American-Style Barley Wine Ale,10.19999981,"Old Ruffian is a hefty, hop-forward Barley Wine. Seemingly mellow at first sniff, with its subtle fruit aromas and complex caramel sweetness, this deep mahogany-hued ale quickly shows its true character marked by bold hop flavors and massive hop bitterness. Old Ruffian's rich, slightly creamy, caramel malt mouthfeel balances its grapefruit, pine, and floral hop flavors, working wonders on your palate."
917,1177,Big Daddy IPA,3,31,American-Style India Pale Ale,6.5,"No lightweight, Big Daddy I.P.A tips the scales with a huge hop flavor and a clean, dry finish that leaves the scene without a trace."
918,604,Titan IPA,3,31,American-Style India Pale Ale,6.800000191,"Traditionally India Pale Ales, the hoppiest of all pales, were brewed with more alcohol and large quantities of hops in order to survive the lengthy ocean journey from the U.K. to India. Unlike our brewing forefathers, Great Divide enjoys the modern benefits of refrigeration and we don't have any plans to ship Titan IPA to India. Instead, we brew Titan IPA for hop disciples -  independent beer drinkers seeking out robust, flavorful beers characterized by their abundance of hops flavor, aroma and bitterness. As a big, aggressively hopped India Pale Ale, Titan IPA fills this bill -  beginning with piney hop aromas and citrus hop flavors, and finishing with a rich, malty sweetness that is carefully balanced with crisp hop bitterness."
919,1185,St Peter's Organic Ale,1,1,Classic English-Style Pale Ale,4.5,"Water is extracted from our own 300' deep borehole and combined with Soil Association accredited light malted barley from Norfolk. Organic hops provide the distinctive palate. The yeast used is St. Peter's own single strand variety. The result is a delicate, clean, crisp, lightly carbonated, traditional English Ale with a full 'citrus hop' aftertaste. This lovely beer won the Soil Association's top prize in 2002 and a silver medal in 2006."
923,21,Speedway Stout,3,43,American-Style Imperial Stout,12,"A HUGE Imperial Stout that weighs in at an impressive 12% ABV! As if that's not enough, we added pounds of coffee for a little extra kick. Our special-edition Brewer's Reserve Speedway Stout, which is aged in Bourbon barrels, has been rated the #1 BEST BEER IN THE WORLD at ratebeer.com. It was also featured on CNBC's ""Squawk Box"" in a segment on the best dark beers in America."
932,604,Oak Aged Yeti Imperial Stout,3,43,American-Style Imperial Stout,9.5,"Crack open Yeti Imperial Stout's sophisticated sibling -  Oak Aged Yeti Imperial Stout. Although these beers come from the same clan, they have entirely different personalities. Aging on a blend of French and toasted oak chips infuses a subtle oak and vanilla character into Yeti's already intense chocolate, roasted coffee malt flavor and hugely assertive hop profile. Who says you can't tame a Yeti?"
942,823,Schuylkill Punch,11,121,Fruit Beer,6,"Ruby colored ale fermented with over 500 pounds of real black and red raspberries for a distinct berry aroma and a tart, sweet flavor. This beer is gently filtered to preserve its delicate profile and is made with both Belgian Ale Yeast and our Proprietary Lager Strain."
943,823,Nokdechiloff,3,35,American-Style Barley Wine Ale,12.69999981,"This winter warmer will knock the chill away until summer. It used as much malt as our brew house can handle and armloads of fresh hops and lovingly laid in our fermentor for four months. Massively malty and balanced with burly bitterness it is truly the king of beers, approaching wine in strength. A definitive one to have when you're only having one. Adoringly served in brandy snifters to preserve precious properties."
944,823,California Dreaming,3,32,Imperial or Double India Pale Ale,8,"Imperial, or super IPA's were spawned out of the fascination of hops by the American consumer and are beyond Pale Ales and IPA'S in terms of both hop and alcohol content. Our interpretation is orange-gold in color, lightly bitter but highly hoppy with a firm malt backbone. 
We'll gladly put this head-to-head with the best that those California Hophead/Brewers have to offer."
945,823,Manayunk Lager,7,84,German-Style Oktoberfest,6.400000095,"In strict accordance with the German purity law of 1516, we present to you this annually brewed festbier. Traditionally brewed in March and stored deep in the caves of Germany, this beer was brought to the masses to celebrate in October. It is a Vienna-style lager with a bit more malt and hops making a malty but balanced beverage. Copper-orange in color, it sports a toasty malt backbone that wonderfully compliments itself with many of our menu items."
946,823,Brilliant Barstool,1,1,Classic English-Style Pale Ale,5.099999905,"A true English session ale brewed in the pale ale style using ye olde techniques of yesteryear. Specially crafted to inspire you and your thirstiest mates barstool conversations. Light copper in colour. This pint is quite malty with just enough East Kent hops for a nice, earthy hoppiness. Naturally cask conditioned, this may be served a little cold for a true Brit but is a 
complimentary double nod to one of the 1st beer styles. Cheers mate!"
947,823,Krooks Mill,3,26,American-Style Pale Ale,5.300000191,"A well-balanced, hoppy American style pale ale with a generous usage of Caramel and Crystal malts. This beer is amber in color and is finished
with fresh Cascade, Columbus and Mt. Hood hops from the Pacific Northwest for a wonderful floral aroma. World Beer Cup Bronze Medal winner and a Perennial favorite here at the Brewery. Also available in bottles to go."
949,823,Bohemian Blonde,7,77,German-Style Pilsener,4.699999809,"Our lightest beer -  pale blonde in color with a crisp, softly sweet malt flavor, smooth finish and very subtle bitterness. Went to the final judging table at the GABF alongwith the Mega Breweries last year!"
975,1158,Route 113 IPA,3,31,American-Style India Pale Ale,7.199999809,"A big, flavorful IPA for all the hopheads out there, brewed with British Pale and Crystal malts, and hopped with Centennial, Cascade, German Northern Brewer, & UK East Kent Goldings. Bold and spicy."
980,409,Golden Treasure,3,37,Golden or Blonde Ale,4.199999809,"For those who enjoy a clean, crisp, refreshing beer this medium copper colored brew is perfect. With its low level of hop bitterness and slightly sweet flavor it is one of our lightest ales. We use the lightest grains with Kent Goldings and Liberty hops. This beer is an excellent choice for the not so brave."
981,409,Crabby Larry's Irish Red Ale,2,22,Irish-Style Red Ale,6,"Rich and smooth on the pallate this ale is a near perfect ""Irish Red"". A variety of hops, Mt. Hood, Liberty & Fuggles combined with some roasted barley make an agreeable brew."
982,409,Calico Jack Amber Ale,3,33,American-Style Amber/Red Ale,5.400000095,"A rich, malty beer made with classic American hops for a full and complex flavor. Very smooth in aroma and palate. The caramel overtones leave a nice finish."
1007,700,Pig Iron Porter,2,25,Porter,0,"Historically, porter had its heyday in 18th century London, where it was the beer of the working class. It doesn't take much to work up a thirst for this flavorful beer. The distinct roasted and chocolate notes are well balanced by a slight bitterness."
1008,700,Ironbound Ale,3,26,American-Style Pale Ale,5.099999905,"Hold onto your beer mugs, because this medium-bodied beer has been overwhelmed with hop additions. Brewed as an American pale ale, it's a celebration of American hop varieties: Cascade, Crystal, Centennial and Chinook. You won't be disappointed."
1010,700,Anvil Ale,1,5,Extra Special Bitter,4.800000191,"English style best bitter. It is a traditional English pub ale that is easy drinking, often referred to as a ""session beer"". It is medium-bodied and copper colored with a noticeable malt flavor up front that finishes with a hop bitterness and floral hop flavor."
1013,549,Dirty Bastard Scotch Style Ale,1,15,Scotch Ale,8.5,"Founders flagship beer. Dirty Bastard is an absolute beautiful beer to behold. Dark ruby in color and brewed with ten varieties of imported malts this beer continuously lives up to its reputation as a bold and powerful ale. Dirty Bastard is complex in the finish with hints of smoke and peat paired with a malty richness, finalized with a good bit of hop attitude.  This beer ain't for the wee lads."
1020,62,The Beast Grand Cru,5,66,Belgian-Style Dark Strong Ale,14.89999962,"The Beast is a seducer - accommodating, complicated, powerful, dark and created to last the ages. With a deep burgundy color and aromas of honey, nutmeg, mandarin orange and pineapple, this massive and challenging brew has flavors akin to a beautiful Carribean rum. Dates, plums, raisins and molasses are dominant in a rich vinous texture. Cellarable for 10+ years."
1033,612,Wexford Irish Cream Ale,11,113,American-Style Cream Ale or Lager,5,"Based on a traditional Irish recipe from county Wexford that dates back to 1810, we use only the best ingredients to ensure that our Wexford Ale has a smooth mellow creaminess we believe you will enjoy."
1042,1181,Sprecher Doppelbock,7,92,German-Style Doppelbock,7.849999905,This dark lager was originally brewed as liquid bread to sustain Bavarian monks while fasting. Its sweet complex malt character comes from brewing with many varieties of dark roasted caramel malts and long periods of cold storage (6 months).
